,book_id,goodreads_book_id,authors,original_publication_year,language_code,Art,Biography,Business,Chick Lit,Children's,Christian,Classics,Comics,Contemporary,Cookbooks,Crime,Ebooks,Fantasy,Fiction,Gay and Lesbian,Graphic Novels,Historical Fiction,History,Horror,Humor and Comedy,Manga,Memoir,Music,Mystery,Nonfiction,Paranormal,Philosophy,Poetry,Psychology,Religion,Romance,Science,Science Fiction,Self Help,Spirituality,Sports,Suspense,Thriller,Travel,Young Adult
3164,3165,6421588,Claudia Gray,2010.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,256.0,52.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0
3165,3166,139417,Laurell K. Hamilton,2000.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,43.0,1090.0,241.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,57.0,0.0,703.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3166,3167,777211,Vince Flynn,2003.0,en-US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,9.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,251.0,0.0,0.0
3167,3168,6781956,"Nora Roberts, Angela Dawe",2010.0,eng,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,30.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,3169,157076,Richard Connell,1924.0,,0.0,0.0,0.0,0.0,0.0,0.0,572.0,0.0,7.0,0.0,0.0,28.0,10.0,356.0,0.0,0.0,12.0,0.0,142.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,83.0,0.0,28.0
3169,3170,954674,Cory Doctorow,2008.0,en-US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,25.0,85.0,33.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,48.0,960.0,0.0,0.0,0.0,0.0,136.0,0.0,1192.0
3170,3171,136081,Jeff Lindsay,2005.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,427.0,40.0,0.0,629.0,0.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,388.0,0.0,0.0
3171,3172,304079,"Jalaluddin Rumi, Coleman Barks",1273.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,163.0,83.0,0.0,128.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
3172,3173,22716194,Lisa Genova,2015.0,eng,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,3174,175983,Steven Erikson,2001.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2092.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,3175,2029927,Dean Koontz,2008.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36.0,230.0,378.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,114.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,131.0,227.0,0.0,0.0
3175,3176,261122,Rachel Caine,2007.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,45.0,469.0,119.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0
3176,3177,13834,Tamora Pierce,1996.0,en-US,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,310.0,33.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
3177,3178,4922079,William R. Forstchen,2009.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,16.0,18.0,538.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,274.0,0.0,0.0,0.0,26.0,110.0,0.0,0.0
3178,3179,385706,Suzanne Collins,2005.0,eng,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0
3179,3180,9279177,David Levithan,2011.0,en-US,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,81.0,0.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0
3180,3181,32525,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",1926.0,eng,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3181,3182,15567,Terry Brooks,1985.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2818.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
3182,3183,2498983,Gena Showalter,2008.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,41.0,351.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,0.0,0.0,0.0,0.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3183,3184,2200877,Sarah Addison Allen,2008.0,en-US,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,28.0,386.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,61.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
3184,3185,9761771,Jennifer L. Armentrout,2012.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,700.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,637.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0
3185,3186,126381,Chimamanda Ngozi Adichie,2003.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,106.0,0.0,0.0,22.0,0.0,925.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
3186,3187,113429,Miranda July,2005.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,9.0,0.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3187,3188,9595620,Kevin Hearne,2011.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,46.0,1326.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
3188,3189,14383,Kresley Cole,2006.0,en-CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,37.0,346.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,0.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
3189,3190,3313418,Vince Flynn,2008.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,243.0,0.0,0.0
3190,3191,23093367,"Brian K. Vaughan, Fiona Staples",2014.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2273.0,0.0,0.0,0.0,23.0,1200.0,377.0,0.0,4489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3191,3192,18528454,Jamie McGuire,2013.0,eng,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,45.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
3192,3193,16071701,Carl Hiaasen,2013.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,118.0,13.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,0.0,0.0
3193,3194,16099180,Curtis Sittenfeld,2013.0,en-US,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,24.0,18.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3194,3195,6224826,Nick Hornby,2009.0,en-US,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,15.0,0.0,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3195,3196,801178,"Jack Canfield, Mark Victor Hansen",1993.0,eng,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,59.0,0.0,11.0,7.0,30.0,0.0,0.0,0.0,0.0,181.0,26.0,0.0,0.0,0.0,0.0,10.0
3196,3197,7039,Alexander McCall Smith,2000.0,en-GB,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,42.0,0.0,120.0,10.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
3197,3198,49350,Michael Connelly,1994.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,27.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,102.0,0.0,0.0
3198,3199,13612739,C.J. Roberts,2012.0,en-GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,32.0,37.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,67.0,25.0,0.0,0.0
3199,3200,34541,Terry Pratchett,1998.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3147.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
3200,3201,6388558,Kresley Cole,2006.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,61.0,446.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,0.0,0.0,0.0,0.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3201,3202,9601,Kurt Vonnegut Jr.,1987.0,en-US,39.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,27.0,0.0,0.0,9.0,8.0,727.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3202,3203,120253,"Brian Froud, Terry Windling",1998.0,en-US,209.0,2.0,0.0,0.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,233.0,46.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
3203,3204,7726892,Elin Hilderbrand,2010.0,,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,9.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3204,3205,550844,"Stephen King, Bernie Wrightson",1983.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,30.0,114.0,334.0,0.0,56.0,0.0,0.0,1334.0,0.0,0.0,0.0,0.0,35.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,56.0,0.0,0.0
3205,3206,91357,Jane Yolen,1988.0,eng,0.0,0.0,0.0,0.0,75.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,95.0,275.0,0.0,0.0,950.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0
3206,3207,248787,Alan Weisman,2007.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,23.0,0.0,0.0,0.0,0.0,985.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3207,3208,239186,Erik Larson,1999.0,en-US,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,83.0,967.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3208,3209,23341607,Elin Hilderbrand,2015.0,eng,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3209,3210,18839,Virginia Woolf,1928.0,en-GB,0.0,29.0,0.0,0.0,0.0,0.0,1578.0,0.0,0.0,0.0,0.0,0.0,307.0,1271.0,0.0,0.0,299.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3210,3211,2410506,Cecelia Ahern,2008.0,eng,0.0,0.0,0.0,529.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,19.0,61.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,3212,298230,"Anne Brontë, Angeline Goreau",1847.0,,0.0,0.0,0.0,0.0,0.0,0.0,2556.0,0.0,0.0,0.0,0.0,43.0,0.0,675.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3212,3213,26050,Nora Roberts,2006.0,en-US,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,115.0,0.0,32.0,10.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,119.0,53.0,0.0,0.0
3213,3214,6339304,Vince Flynn,2009.0,en-US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,226.0,0.0,0.0
3214,3215,2299110,Sherrilyn Kenyon,2008.0,en-US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,37.0,469.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,0.0,772.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
3215,3216,6135237,Pat Conroy,2009.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3216,3217,171102,Ami McKay,2006.0,,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0,536.0,0.0,0.0,520.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3217,3218,3657138,Lisa McMann,2009.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,13.0,19.0,445.0,146.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,132.0,0.0,478.0,0.0,0.0,0.0,0.0,266.0,0.0,23.0,0.0,0.0,0.0,18.0,21.0,0.0,893.0
3218,3219,775346,Donna Tartt,2002.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,82.0,15.0,0.0,870.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,0.0,0.0
3219,3220,3165162,Rick Riordan,2008.0,eng,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
3220,3221,2133795,Ingrid Law,2008.0,en-US,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1068.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0
3221,3222,4452257,Bill Simmons,2009.0,en-US,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0
3222,3223,13151,James Patterson,2004.0,en-US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,35.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,202.0,0.0,0.0
3223,3224,2750180,عائض القرني,2003.0,ara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3224,3225,634583,"A.P.J. Abdul Kalam, Arun Tiwari",1999.0,en-US,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3225,3226,11401915,"L.J. Smith, Kevin Williamson, Julie Plec",2011.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,73.0,16.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,55.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
3226,3227,13588394,Nate Silver,2012.0,eng,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,21.0,0.0,122.0,0.0,0.0,549.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
3227,3228,25614492,Ruta Sepetys,2016.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,63.0,0.0,526.0,0.0,0.0,2956.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.0
3228,3229,16319,Agatha Christie,1942.0,eng,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,478.0,43.0,0.0,548.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,50.0,0.0,0.0
3229,3230,119,Gary Russell,2002.0,en-US,66.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,89.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3230,3231,8379374,Olivia Cunning,2010.0,eng,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,72.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3231,3232,189182,"Marjorie Flack, Kurt Wiese",1933.0,en-US,0.0,0.0,0.0,0.0,235.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,14.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
3232,3233,8274537,Rachel Renée Russell,2010.0,,0.0,0.0,0.0,5.0,11.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,44.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
3233,3234,8252,"Laura Ingalls Wilder, Garth Williams",1933.0,,0.0,108.0,0.0,0.0,113.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,276.0,125.0,0.0,0.0,0.0,65.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0
3234,3235,7108725,Simon Sinek,2009.0,,0.0,0.0,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,21.0,0.0,96.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
3235,3236,17345258,Fannie Flagg,2013.0,eng,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,13.0,0.0,521.0,0.0,0.0,359.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
