goodreads_book_id,genre,count
12535,Religion,124
12535,Self Help,7
12535,Spirituality,172
12540,Biography,70
12540,Christian,7
12540,Fiction,5
12540,Memoir,432
12540,Nonfiction,201
12540,Religion,10
12540,Spirituality,10
12542,Biography,25
12542,Christian,47
12542,Fiction,3
12542,Memoir,194
12542,Nonfiction,132
12542,Philosophy,7
12542,Religion,120
12542,Self Help,5
12542,Spirituality,158
12543,Art,38
12543,Biography,72
12543,Business,24
12543,Classics,19
12543,Ebooks,17
12543,Fiction,25
12543,Memoir,388
12543,Nonfiction,1047
12543,Philosophy,37
12543,Self Help,121
12543,Spirituality,29
12555,Chick Lit,34
12555,Classics,17
12555,Contemporary,98
12555,Ebooks,23
12555,Fiction,1293
12555,Historical Fiction,743
12555,History,36
12557,Chick Lit,37
12557,Classics,22
12557,Contemporary,87
12557,Fiction,1158
12557,Historical Fiction,407
12557,History,18
12557,Romance,11
12609,Biography,98
12609,Fiction,37
12609,History,86
12609,Memoir,86
12609,Nonfiction,863
12609,Psychology,38
12609,Religion,47
12609,Science,136
12609,Spirituality,20
12617,Business,10
12617,Classics,12
12617,History,148
12617,Nonfiction,181
12617,Philosophy,142
12617,Psychology,14
12617,Science,15
12651,Classics,321
12651,History,112
12651,Nonfiction,134
12651,Philosophy,1472
12651,Psychology,8
12651,Science,9
12657,Classics,20
12657,Contemporary,8
12657,Ebooks,7
12657,Fiction,454
12657,Historical Fiction,669
12657,History,129
12657,Nonfiction,4
12657,Religion,46
12657,Travel,4
12658,Classics,84
12658,Fiction,573
12658,Historical Fiction,893
12658,History,119
12658,Religion,10
12658,Travel,33
12659,Classics,6
12659,Fiction,199
12659,Historical Fiction,350
12659,History,54
12659,Nonfiction,3
12659,Travel,3
12661,Classics,14
12661,Contemporary,5
12661,Ebooks,4
12661,Fiction,313
12661,Historical Fiction,220
12661,History,63
12663,Fiction,3
12663,Historical Fiction,11
12663,History,13
12691,Biography,475
12691,Chick Lit,32
12691,Contemporary,126
12691,Fiction,361
12691,Memoir,807
12691,Nonfiction,810
12691,Romance,38
12691,Young Adult,39
12722,Classics,354
12722,Contemporary,6
12722,Ebooks,9
12722,Fiction,434
12722,Historical Fiction,106
12722,History,31
12749,Classics,1299
12749,Ebooks,32
12749,Fiction,1099
12749,Historical Fiction,16
12749,Memoir,24
12749,Philosophy,78
12749,Romance,32
12781,Classics,360
12781,Contemporary,131
12781,Ebooks,28
12781,Fantasy,250
12781,Fiction,1728
12781,Historical Fiction,24
12781,Philosophy,35
12781,Religion,205
12786,Art,4
12786,Biography,13
12786,Contemporary,6
12786,Crime,18
12786,Fantasy,4
12786,Fiction,110
12786,Historical Fiction,32
12786,History,156
12786,Memoir,28
12786,Mystery,53
12786,Nonfiction,245
12786,Travel,179
12839,Biography,6
12839,Classics,10
12839,Fantasy,12
12839,Fiction,75
12839,Memoir,11
12839,Nonfiction,14
12839,Philosophy,90
12839,Psychology,14
12839,Religion,22
12839,Science,4
12839,Self Help,3
12839,Spirituality,101
12839,Travel,3
12857,Classics,650
12857,Ebooks,19
12857,Fiction,460
12857,Historical Fiction,24
12857,Philosophy,14
12857,Psychology,10
12857,Romance,24
12873,Classics,7698
12873,Crime,137
12873,Fiction,3657
12873,Historical Fiction,754
12873,Horror,257
12873,Mystery,2596
12873,Romance,1396
12873,Suspense,454
12873,Thriller,381
12898,Classics,3510
12898,Contemporary,28
12898,Fiction,1535
12898,Historical Fiction,36
12898,Young Adult,23
12914,Classics,3276
12914,Ebooks,17
12914,Fantasy,122
12914,Fiction,749
12914,Historical Fiction,94
12914,History,254
12914,Philosophy,49
12914,Poetry,1572
12923,Classics,868
12923,Ebooks,28
12923,Fantasy,114
12923,Fiction,318
12923,Historical Fiction,44
12923,Horror,329
12923,Mystery,47
12923,Paranormal,11
12923,Romance,29
12923,Thriller,9
12930,Children's,114
12930,Classics,143
12930,Ebooks,63
12930,Fantasy,878
12930,Fiction,960
12930,Science Fiction,547
12930,Young Adult,1750
12936,Children's,147
12936,Ebooks,78
12936,Fantasy,67
12936,Fiction,1306
12936,Science Fiction,57
12936,Young Adult,71
12938,Classics,4636
12938,Ebooks,33
12938,Fiction,1026
12938,Historical Fiction,104
12938,History,25
12938,Poetry,261
12948,Ebooks,71
12948,Fantasy,64
12948,Fiction,1388
12948,Historical Fiction,57
12948,Horror,1512
12948,Mystery,412
12948,Paranormal,118
12948,Suspense,68
12948,Thriller,76
12957,Classics,5209
12957,Ebooks,42
12957,Fiction,989
12957,Historical Fiction,59
12957,Poetry,223
12957,Romance,475
12967,Classics,34
12967,Contemporary,12
12967,Ebooks,27
12967,Fantasy,210
12967,Fiction,208
12967,Historical Fiction,33
12967,History,16
12967,Mystery,10
12967,Romance,36
12967,Science Fiction,10
12985,Classics,91
12985,Fantasy,21
12985,Fiction,25
12985,Historical Fiction,37
12985,History,18
12985,Paranormal,14
12996,Classics,6830
12996,Ebooks,45
12996,Fiction,1434
12996,Historical Fiction,111
12996,History,32
12996,Poetry,350
12996,Romance,170
13006,Classics,4654
13006,Ebooks,30
13006,Fiction,1060
13006,Historical Fiction,528
13006,History,189
13006,Poetry,215
13006,Young Adult,27
13020,Classics,862
13020,Ebooks,14
13020,Fiction,188
13020,Historical Fiction,161
13020,History,74
13020,Poetry,78
13023,Children's,572
13023,Classics,6210
13023,Ebooks,175
13023,Fantasy,3840
13023,Fiction,2096
13023,Young Adult,474
13060,Contemporary,15
13060,Crime,39
13060,Ebooks,4
13060,Fiction,383
13060,Mystery,201
13060,Suspense,6
13060,Thriller,20
13061,Chick Lit,3
13061,Contemporary,19
13061,Crime,51
13061,Ebooks,5
13061,Fiction,251
13061,Mystery,161
13061,Suspense,4
13061,Thriller,21
13062,Contemporary,8
13062,Crime,67
13062,Fiction,242
13062,Mystery,208
13062,Suspense,9
13062,Thriller,26
13063,Contemporary,12
13063,Crime,46
13063,Ebooks,4
13063,Fiction,253
13063,Mystery,231
13063,Suspense,8
13063,Thriller,11
13064,Contemporary,11
13064,Crime,79
13064,Ebooks,4
13064,Fiction,252
13064,Mystery,250
13064,Suspense,9
13064,Thriller,15
13065,Contemporary,5
13065,Crime,44
13065,Ebooks,3
13065,Fiction,204
13065,Mystery,156
13065,Suspense,10
13065,Thriller,19
13066,Contemporary,20
13066,Crime,64
13066,Ebooks,6
13066,Fiction,363
13066,Mystery,221
13066,Suspense,10
13066,Thriller,9
13067,Children's,48
13067,Contemporary,25
13067,Crime,16
13067,Fiction,202
13067,Mystery,138
13067,Young Adult,260
13068,Contemporary,4
13068,Crime,50
13068,Ebooks,6
13068,Fiction,201
13068,Mystery,211
13068,Suspense,7
13068,Thriller,14
13074,Contemporary,9
13074,Crime,60
13074,Ebooks,3
13074,Fiction,249
13074,Mystery,189
13074,Suspense,9
13074,Thriller,24
13079,Chick Lit,23
13079,Contemporary,18
13079,Crime,81
13079,Ebooks,6
13079,Fiction,588
13079,Mystery,415
13079,Romance,14
13079,Suspense,28
13079,Thriller,37
13083,Children's,127
13083,Contemporary,78
13083,Fiction,510
13083,Mystery,212
13083,Young Adult,748
13103,Christian,6
13103,Classics,10
13103,Contemporary,15
13103,Fantasy,61
13103,Fiction,661
13103,Mystery,20
13103,Nonfiction,45
13103,Paranormal,14
13103,Philosophy,36
13103,Psychology,19
13103,Religion,75
13103,Science Fiction,9
13103,Self Help,100
13103,Spirituality,124
13105,Fantasy,9
13105,Fiction,21
13105,Nonfiction,8
13105,Paranormal,2
13105,Philosophy,41
13105,Religion,12
13105,Self Help,27
13105,Spirituality,98
13128,Crime,186
13128,Ebooks,34
13128,Fiction,326
13128,Mystery,443
13128,Suspense,113
13128,Thriller,238
13130,Crime,72
13130,Ebooks,20
13130,Fiction,173
13130,Mystery,216
13130,Suspense,80
13130,Thriller,147
13131,Contemporary,12
13131,Crime,183
13131,Ebooks,27
13131,Fiction,269
13131,Mystery,653
13131,Romance,9
13131,Suspense,106
13131,Thriller,186
13132,Contemporary,14
13132,Crime,275
13132,Ebooks,41
13132,Fiction,379
13132,Mystery,917
13132,Romance,12
13132,Suspense,155
13132,Thriller,252
13133,Contemporary,5
13133,Crime,69
13133,Ebooks,18
13133,Fiction,180
13133,Mystery,264
13133,Romance,13
13133,Suspense,106
13133,Thriller,167
13134,Contemporary,4
13134,Crime,43
13134,Ebooks,12
13134,Fantasy,6
13134,Fiction,123
13134,Mystery,165
13134,Paranormal,8
13134,Suspense,67
13134,Thriller,116
13136,Contemporary,17
13136,Crime,334
13136,Ebooks,52
13136,Fiction,424
13136,Mystery,1027
13136,Suspense,166
13136,Thriller,296
13137,Classics,21
13137,Contemporary,31
13137,Crime,542
13137,Ebooks,58
13137,Fiction,641
13137,Mystery,1701
13137,Romance,32
13137,Suspense,265
13137,Thriller,516
13139,Contemporary,23
13139,Ebooks,47
13139,Fantasy,809
13139,Fiction,270
13139,Mystery,62
13139,Paranormal,163
13139,Romance,111
13139,Science Fiction,585
13139,Suspense,36
13139,Thriller,76
13139,Young Adult,1157
13140,Crime,248
13140,Ebooks,40
13140,Fiction,396
13140,Horror,8
13140,Mystery,636
13140,Suspense,141
13140,Thriller,333
13143,Crime,205
13143,Ebooks,38
13143,Horror,7
13143,Suspense,117
13145,Contemporary,26
13145,Crime,634
13145,Ebooks,68
13145,Fiction,892
13145,Horror,25
13145,Mystery,1563
13145,Suspense,324
13145,Thriller,830
13147,Contemporary,6
13147,Crime,81
13147,Ebooks,14
13147,Fiction,250
13147,Mystery,318
13147,Romance,22
13147,Suspense,94
13147,Thriller,181
13148,Contemporary,28
13148,Crime,475
13148,Ebooks,53
13148,Fiction,735
13148,Horror,36
13148,Mystery,1225
13148,Suspense,280
13148,Thriller,656
13151,Crime,147
13151,Ebooks,35
13151,Fiction,277
13151,Mystery,389
13151,Suspense,88
13151,Thriller,202
13152,Contemporary,33
13152,Ebooks,70
13152,Fantasy,1500
13152,Fiction,537
13152,Mystery,181
13152,Paranormal,300
13152,Romance,111
13152,Science,42
13152,Science Fiction,985
13152,Suspense,52
13152,Thriller,119
13152,Young Adult,2011
13153,Crime,98
13153,Ebooks,26
13153,Fiction,162
13153,Mystery,223
13153,Romance,17
13153,Suspense,88
13153,Thriller,138
13157,Crime,18
13157,Ebooks,13
13157,Fantasy,15
13157,Fiction,52
13157,Historical Fiction,48
13157,Mystery,51
13157,Romance,4
13157,Suspense,6
13157,Thriller,14
13162,Crime,61
13162,Ebooks,25
13162,Fantasy,162
13162,Fiction,307
13162,Horror,9
13162,Mystery,317
13162,Paranormal,29
13162,Romance,14
13162,Science Fiction,94
13162,Suspense,113
13162,Thriller,194
13162,Young Adult,19
13168,Children's,116
13168,Classics,36
13168,Fantasy,84
13168,Fiction,32
13168,Young Adult,58
13214,Biography,1081
13214,Classics,2119
13214,Contemporary,47
13214,Fiction,620
13214,History,96
13214,Memoir,1451
13214,Nonfiction,1028
13214,Poetry,494
13214,Young Adult,82
13235,Children's,18
13235,Classics,152
13235,Fantasy,68
13235,Fiction,47
13235,Poetry,143
13235,Young Adult,2
13258,Chick Lit,11
13258,Classics,6
13258,Contemporary,113
13258,Crime,12
13258,Fiction,491
13258,Romance,20
13258,Thriller,7
13270,Art,45
13270,Classics,424
13270,Ebooks,9
13270,Fiction,10
13270,History,23
13270,Nonfiction,84
13270,Philosophy,965
13270,Poetry,143
13350,Children's,2
13350,Fantasy,58
13350,Fiction,40
13350,Science Fiction,5
13350,Young Adult,51
13360,Ebooks,5
13360,Nonfiction,44
13360,Psychology,29
13360,Religion,44
13360,Self Help,98
13360,Spirituality,33
13374,Contemporary,46
13374,Ebooks,5
13374,Fiction,414
13374,Religion,33
13374,Young Adult,26
13376,Children's,35
13376,Fantasy,260
13376,Fiction,493
13376,Mystery,26
13376,Science Fiction,1037
13376,Thriller,25
13376,Young Adult,1652
13440,Ebooks,39
13440,Fantasy,140
13440,Fiction,721
13440,Horror,2477
13440,Mystery,31
13440,Paranormal,31
13440,Science Fiction,36
13440,Suspense,41
13440,Thriller,129
13451,Contemporary,4
13451,Ebooks,4
13451,Fantasy,27
13451,Fiction,127
13451,Horror,357
13451,Mystery,9
13451,Paranormal,13
13451,Science Fiction,4
13451,Suspense,11
13451,Thriller,38
13496,Classics,184
13496,Contemporary,162
13496,Ebooks,435
13496,Fantasy,1422
13496,Fiction,7784
13496,Historical Fiction,336
13496,Romance,239
13496,Science Fiction,492
13497,Contemporary,81
13497,Fantasy,21423
13497,Fiction,4169
13497,Historical Fiction,114
13497,Science Fiction,207
13501,Comics,147
13501,Ebooks,11
13501,Fantasy,952
13501,Fiction,135
13501,Graphic Novels,576
13501,Historical Fiction,7
13501,Young Adult,5
13521,Classics,16
13521,Contemporary,35
13521,Fantasy,199
13521,Fiction,118
13521,Paranormal,23
13521,Science Fiction,17
13521,Young Adult,32
13529,Classics,18
13529,Contemporary,27
13529,Ebooks,16
13529,Fiction,1008
13529,Historical Fiction,1575
13529,History,80
13529,Romance,13
13570,Comics,90
13570,Fantasy,228
13570,Fiction,32
13570,Graphic Novels,164
13570,Manga,2348
13570,Mystery,11
13570,Paranormal,6
13570,Romance,82
13570,Science Fiction,6
13570,Young Adult,42
13614,Comics,165
13614,Contemporary,6
13614,Crime,30
13614,Fantasy,159
13614,Fiction,68
13614,Graphic Novels,250
13614,Horror,66
13614,Mystery,82
13614,Paranormal,21
13614,Suspense,12
13614,Thriller,40
13614,Young Adult,60
13615,Contemporary,22
13615,Crime,73
13615,Fantasy,103
13615,Fiction,208
13615,Graphic Novels,424
13615,Horror,226
13615,Mystery,201
13615,Suspense,30
13615,Thriller,102
13615,Young Adult,22
13616,Comics,217
13616,Contemporary,9
13616,Crime,39
13616,Fantasy,200
13616,Fiction,93
13616,Graphic Novels,348
13616,Horror,87
13616,Mystery,102
13616,Paranormal,38
13616,Suspense,10
13616,Thriller,47
13616,Young Adult,78
13617,Comics,193
13617,Contemporary,8
13617,Crime,36
13617,Fantasy,185
13617,Fiction,78
13617,Graphic Novels,328
13617,Horror,77
13617,Manga,2258
13617,Mystery,94
13617,Paranormal,30
13617,Suspense,11
13617,Thriller,47
13617,Young Adult,67
13618,Comics,125
13618,Contemporary,8
13618,Crime,51
13618,Fantasy,230
13618,Fiction,118
13618,Graphic Novels,394
13618,Horror,103
13618,Manga,1668
13618,Mystery,112
13618,Paranormal,32
13618,Suspense,12
13618,Thriller,55
13618,Young Adult,89
13619,Comics,140
13619,Contemporary,8
13619,Crime,59
13619,Fantasy,275
13619,Fiction,126
13619,Graphic Novels,457
13619,Horror,110
13619,Manga,1803
13619,Mystery,128
13619,Paranormal,43
13619,Suspense,13
13619,Thriller,68
13619,Young Adult,96
13620,Comics,186
13620,Contemporary,7
13620,Crime,36
13620,Fantasy,163
13620,Fiction,75
13620,Graphic Novels,298
13620,Horror,73
13620,Manga,2126
13620,Mystery,86
13620,Paranormal,27
13620,Suspense,10
13620,Thriller,47
13620,Young Adult,66
13621,Comics,181
13621,Contemporary,8
13621,Crime,32
13621,Fantasy,163
13621,Fiction,71
13621,Graphic Novels,273
13621,Horror,73
13621,Manga,2033
13621,Mystery,85
13621,Paranormal,27
13621,Suspense,11
13621,Thriller,46
13621,Young Adult,63
13642,Children's,66
13642,Classics,499
13642,Ebooks,38
13642,Fantasy,316
13642,Fiction,1472
13642,Science Fiction,312
13642,Young Adult,1011
13651,Classics,142
13651,Ebooks,34
13651,Fantasy,318
13651,Fiction,1120
13651,Philosophy,121
13651,Science,68
13651,Science Fiction,2336
13658,Classics,19
13658,Ebooks,10
13658,Fantasy,1471
13658,Fiction,245
13658,Science Fiction,46
13658,Young Adult,112
13659,Classics,18
13659,Ebooks,13
13659,Fantasy,1423
13659,Fiction,227
13659,Science Fiction,46
13659,Young Adult,102
13661,Children's,9
13661,Classics,38
13661,Ebooks,11
13661,Fantasy,2413
13661,Fiction,344
13661,Romance,13
13661,Science Fiction,65
13661,Young Adult,217
13662,Children's,19
13662,Classics,124
13662,Ebooks,24
13662,Fantasy,4482
13662,Fiction,643
13662,Science Fiction,107
13662,Young Adult,438
13667,Children's,18
13667,Classics,98
13667,Ebooks,12
13667,Fantasy,3869
13667,Fiction,557
13667,Science Fiction,107
13667,Young Adult,375
13747,Biography,283
13747,Chick Lit,190
13747,Contemporary,53
13747,Cookbooks,90
13747,Fiction,170
13747,Memoir,921
13747,Nonfiction,587
13809,Ebooks,16
13809,Fantasy,803
13809,Fiction,70
13809,Science,6
13809,Science Fiction,8
13810,Classics,6
13810,Ebooks,14
13810,Fantasy,2630
13810,Fiction,174
13810,Romance,7
13810,Science Fiction,20
13810,Young Adult,7
13811,Ebooks,18
13811,Fantasy,1019
13811,Fiction,81
13811,Science Fiction,6
13812,Ebooks,27
13812,Fantasy,1233
13812,Fiction,110
13812,Science,15
13812,Science Fiction,25
13812,Young Adult,21
13813,Ebooks,21
13813,Fantasy,2834
13813,Fiction,221
13813,Science,7
13813,Science Fiction,15
13815,Ebooks,13
13815,Fantasy,1553
13815,Fiction,103
13815,Romance,8
13815,Science Fiction,11
13817,Ebooks,15
13817,Fantasy,1170
13817,Fiction,92
13817,Science,3
13817,Science Fiction,7
13821,Classics,55
13821,Ebooks,16
13821,Fantasy,644
13821,Fiction,310
13821,Philosophy,32
13821,Religion,51
13821,Science,34
13821,Science Fiction,216
13829,Children's,13
13829,Crime,35
13829,Ebooks,20
13829,Fantasy,2685
13829,Fiction,279
13829,Mystery,160
13829,Paranormal,23
13829,Romance,51
13829,Young Adult,1186
13830,Children's,44
13830,Classics,18
13830,Ebooks,31
13830,Fantasy,167
13830,Fiction,385
13830,Romance,180
13830,Young Adult,1565
13831,Children's,79
13831,Classics,34
13831,Ebooks,41
13831,Fantasy,5727
13831,Fiction,606
13831,Historical Fiction,31
13831,Romance,113
13831,Young Adult,2335
13833,Children's,23
13833,Fantasy,2741
13833,Fiction,265
13833,Paranormal,19
13833,Romance,67
13833,Young Adult,1148
13834,Children's,23
13834,Ebooks,13
13834,Fantasy,310
13834,Fiction,33
13834,Historical Fiction,10
13834,Young Adult,102
13835,Children's,52
13835,Ebooks,33
13835,Fantasy,4134
13835,Fiction,421
13835,Historical Fiction,23
13835,Paranormal,20
13835,Romance,201
13835,Young Adult,1733
13836,Children's,40
13836,Ebooks,18
13836,Fantasy,3548
13836,Fiction,334
13836,Paranormal,34
13836,Romance,46
13836,Young Adult,1509
13837,Children's,40
13837,Ebooks,28
13837,Fantasy,3647
13837,Fiction,382
13837,Romance,175
13837,Young Adult,1564
13839,Ebooks,13
13839,Fiction,10
13839,History,206
13839,Nonfiction,664
13839,Philosophy,20
13839,Psychology,17
13839,Science,765
13872,Classics,20
13872,Contemporary,104
13872,Ebooks,15
13872,Fantasy,229
13872,Fiction,1387
13872,Horror,288
13872,Science Fiction,27
13878,Ebooks,18
13878,Fantasy,1397
13878,Fiction,114
13878,Science,8
13878,Science Fiction,12
13881,Ebooks,16
13881,Fantasy,1269
13881,Fiction,93
13881,Science,6
13881,Science Fiction,3
13881,Suspense,9
13888,Ebooks,53
13888,Fantasy,4816
13888,Fiction,470
13888,Science Fiction,30
13890,Ebooks,55
13890,Fantasy,6039
13890,Fiction,616
13890,Romance,13
13890,Science Fiction,37
13891,Ebooks,52
13891,Fantasy,5451
13891,Fiction,550
13891,Romance,14
13891,Science Fiction,29
13895,Ebooks,55
13895,Fantasy,6689
13895,Fiction,698
13895,Romance,13
13895,Science,17
13895,Science Fiction,38
13912,Biography,819
13912,Classics,14
13912,Contemporary,9
13912,Ebooks,7
13912,Fiction,94
13912,Historical Fiction,10
13912,History,93
13912,Memoir,46
13912,Nonfiction,231
13912,Psychology,183
13912,Science,150
13925,Ebooks,10
13925,Fantasy,538
13925,Fiction,135
13925,Historical Fiction,149
13925,Paranormal,10
13925,Romance,187
13925,Science Fiction,6
13925,Young Adult,51
13927,Ebooks,10
13927,Fantasy,2012
13927,Fiction,172
13927,Historical Fiction,175
13927,Paranormal,13
13927,Romance,282
13927,Science Fiction,9
13927,Young Adult,66
13928,Ebooks,29
13928,Fantasy,4114
13928,Fiction,406
13928,Historical Fiction,373
13928,Paranormal,27
13928,Romance,635
13928,Young Adult,261
13929,Ebooks,13
13929,Fantasy,2147
13929,Fiction,214
13929,Historical Fiction,139
13929,Paranormal,53
13929,Romance,368
13929,Young Adult,831
13986,Ebooks,20
13986,Fantasy,2532
13986,Fiction,196
13986,Paranormal,7
13986,Romance,31
13986,Science Fiction,14
13986,Young Adult,132
14014,Ebooks,15
14014,Fantasy,1724
14014,Fiction,131
14014,Romance,31
14014,Science,9
14014,Science Fiction,10
14014,Young Adult,55
14028,Classics,149
14028,Contemporary,8
14028,Ebooks,10
14028,Fiction,504
14028,Historical Fiction,24
14028,Romance,68
14050,Chick Lit,894
14050,Classics,297
14050,Contemporary,1127
14050,Fantasy,3009
14050,Fiction,8573
14050,Historical Fiction,112
14050,Paranormal,227
14050,Romance,4778
14050,Science Fiction,162
14050,Travel,139
14064,Classics,364
14064,Ebooks,56
14064,Fantasy,276
14064,Fiction,771
14064,Horror,1803
14064,Mystery,18
14064,Paranormal,82
14064,Science Fiction,1051
14064,Suspense,26
14064,Thriller,91
14069,Ebooks,31
14069,Fantasy,842
14069,Fiction,98
14069,Historical Fiction,465
14069,History,54
14069,Science Fiction,40
14069,Young Adult,36
14082,Children's,4
14082,Classics,79
14082,Contemporary,3
14082,Fantasy,2
14082,Fiction,175
14082,Historical Fiction,4
14096,Ebooks,8
14096,Nonfiction,184
14096,Philosophy,173
14096,Psychology,202
14096,Religion,62
14096,Self Help,270
14096,Spirituality,299
14118,Children's,41
14118,Classics,15
14118,Fantasy,22
14118,Fiction,15
14118,Romance,7
14142,Art,5
14142,Classics,38
14142,Ebooks,7
14142,Fiction,5
14142,Nonfiction,117
14142,Philosophy,9
14142,Psychology,757
14142,Religion,7
14142,Romance,8
14142,Science,11
14142,Self Help,88
14142,Spirituality,38
14185,Classics,17
14185,Ebooks,19
14185,Fantasy,35
14185,Fiction,385
14185,Horror,14
14185,Mystery,6
14185,Philosophy,10
14185,Religion,31
14185,Science,29
14185,Science Fiction,65
14201,Classics,56
14201,Contemporary,72
14201,Ebooks,85
14201,Fantasy,8539
14201,Fiction,2970
14201,Historical Fiction,1707
14201,History,131
14201,Mystery,169
14201,Paranormal,101
14201,Science Fiction,152
14241,Biography,149
14241,Classics,14
14241,Contemporary,9
14241,Ebooks,8
14241,Fiction,104
14241,Memoir,1038
14241,Nonfiction,317
14241,Young Adult,8
14249,Chick Lit,20
14249,Contemporary,125
14249,Fiction,1745
14249,Romance,35
14249,Science,21
14250,Chick Lit,21
14250,Classics,6
14250,Contemporary,66
14250,Fiction,1087
14250,Young Adult,7
14280,Classics,12
14280,Contemporary,58
14280,Ebooks,9
14280,Fiction,473
14280,Romance,8
14295,Contemporary,30
14295,Ebooks,5
14295,Fantasy,9
14295,Fiction,422
14295,Science Fiction,19
14316,Contemporary,91
14316,Ebooks,11
14316,Fiction,848
14316,Historical Fiction,27
14316,Young Adult,98
14318,Art,8
14318,Biography,413
14318,Fiction,8
14318,History,23
14318,Memoir,214
14318,Music,799
14318,Nonfiction,133
14318,Poetry,12
14358,Children's,53
14358,Classics,39
14358,Contemporary,17
14358,Fantasy,238
14358,Fiction,300
14358,Romance,56
14358,Science Fiction,46
14358,Young Adult,545
14362,Classics,267
14362,Contemporary,12
14362,Fantasy,25
14362,Fiction,485
14362,Historical Fiction,70
14362,Religion,30
14362,Spirituality,9
14362,Young Adult,119
14376,Biography,10
14376,Classics,26
14376,Contemporary,20
14376,Fantasy,82
14376,Fiction,867
14376,Historical Fiction,79
14376,History,19
14376,Nonfiction,36
14376,Philosophy,206
14376,Poetry,9
14376,Psychology,8
14376,Science,298
14376,Science Fiction,188
14383,Contemporary,49
14383,Ebooks,37
14383,Fantasy,346
14383,Fiction,85
14383,Paranormal,1064
14383,Romance,782
14383,Suspense,17
14384,Contemporary,73
14384,Ebooks,53
14384,Fantasy,492
14384,Fiction,118
14384,Paranormal,1402
14384,Romance,1123
14403,Biography,142
14403,Children's,37
14403,Historical Fiction,46
14403,History,78
14403,Nonfiction,45
14403,Young Adult,5
14404,Crime,133
14404,Ebooks,17
14404,Fiction,144
14404,Mystery,427
14404,Suspense,38
14404,Thriller,88
14460,Chick Lit,7
14460,Contemporary,17
14460,Ebooks,18
14460,Fantasy,341
14460,Fiction,102
14460,Horror,14
14460,Mystery,39
14460,Paranormal,349
14460,Romance,66
14460,Science Fiction,10
14460,Suspense,8
14461,Contemporary,30
14461,Ebooks,22
14461,Fantasy,569
14461,Fiction,149
14461,Horror,35
14461,Mystery,52
14461,Paranormal,587
14461,Romance,123
14461,Science Fiction,15
14469,Classics,204
14469,Ebooks,6
14469,Fantasy,6
14469,Fiction,112
14469,Historical Fiction,4
14469,Young Adult,2
14480,Children's,29
14480,Classics,3
14480,Fiction,15
14481,Children's,26
14481,Classics,10
14481,Fiction,35
14497,Contemporary,272
14497,Ebooks,155
14497,Fantasy,12777
14497,Fiction,3632
14497,Horror,437
14497,Mystery,155
14497,Paranormal,224
14497,Science Fiction,531
14497,Young Adult,326
14498,Comics,287
14498,Contemporary,12
14498,Ebooks,4
14498,Fantasy,564
14498,Fiction,147
14498,Graphic Novels,545
14498,Horror,18
14498,Mystery,9
14498,Paranormal,9
14498,Science Fiction,18
14498,Thriller,8
14498,Young Adult,16
14554,Chick Lit,11
14554,Classics,9
14554,Contemporary,38
14554,Crime,55
14554,Ebooks,7
14554,Fiction,437
14554,Mystery,164
14554,Romance,102
14554,Suspense,105
14554,Thriller,222
14554,Young Adult,5
14570,Chick Lit,8
14570,Children's,110
14570,Classics,931
14570,Ebooks,9
14570,Fiction,359
14570,Historical Fiction,147
14570,History,12
14570,Romance,17
14570,Young Adult,217
14572,Business,4
14572,Nonfiction,142
14572,Philosophy,181
14572,Psychology,47
14572,Religion,117
14572,Self Help,120
14572,Spirituality,306
14595,Art,21
14595,Biography,47
14595,History,146
14595,Memoir,22
14595,Music,762
14595,Nonfiction,195
14662,Classics,1259
14662,Ebooks,20
14662,Historical Fiction,112
14662,History,22
14680,Classics,347
14680,Fiction,233
14680,Historical Fiction,44
14680,History,17
14706,Classics,1686
14706,Fantasy,93
14706,Fiction,532
14706,Horror,32
14706,Philosophy,136
14706,Poetry,344
14706,Religion,30
14706,Romance,9
14743,Classics,22
14743,Contemporary,37
14743,Ebooks,62
14743,Fiction,32
14743,History,73
14743,Nonfiction,998
14743,Philosophy,1594
14743,Psychology,91
14743,Religion,2053
14743,Science,1918
14743,Spirituality,129
14748,Chick Lit,2095
14748,Contemporary,180
14748,Ebooks,24
14748,Fiction,1068
14748,Romance,477
14755,Chick Lit,378
14755,Contemporary,10
14755,Fiction,173
14755,Romance,36
14756,Chick Lit,771
14756,Contemporary,42
14756,Crime,8
14756,Ebooks,6
14756,Fiction,347
14756,Mystery,155
14756,Romance,53
14756,Suspense,9
14756,Thriller,4
14758,Chick Lit,1428
14758,Contemporary,103
14758,Ebooks,17
14758,Fiction,753
14758,Romance,196
14785,Crime,58
14785,Ebooks,7
14785,Fiction,111
14785,Mystery,222
14785,Suspense,23
14785,Thriller,88
14817,Classics,109
14817,Comics,22
14817,Contemporary,14
14817,Crime,38
14817,Ebooks,44
14817,Fantasy,85
14817,Fiction,1014
14817,Mystery,17
14817,Philosophy,14
14817,Psychology,41
14817,Science,62
14817,Science Fiction,714
14817,Thriller,35
14836,Classics,627
14836,Contemporary,153
14836,Ebooks,35
14836,Fantasy,300
14836,Fiction,2328
14836,Historical Fiction,514
14836,History,90
14839,Contemporary,6
14839,Crime,44
14839,Ebooks,12
14839,Fiction,262
14839,Mystery,177
14839,Suspense,66
14839,Thriller,231
14864,Chick Lit,10
14864,Contemporary,28
14864,Ebooks,31
